1000
10000
-93,-301,606,-858
140,-205,506,-562
118,-467,696,-970
-255,305,410,-958
64,-96,-478,-644
600,-621,641,-781
87,199,566,865
-133,163,602,-736
184,-270,698,-712
-286,-515,-552,-781
-71,402,-580,-813
375,630,690,-802
-316,-621,831,955
-222,250,-336,-931
-376,538,-844,997
-20,-138,805,-958
14,336,404,875
293,-672,-964,994
-28,133,813,-872
-158,-229,303,-735
143,209,-512,-881
-75,108,119,939
71,335,-834,965
-70,-492,620,964
-300,751,-781,-937
3,-273,300,549
-206,-308,790,907
51,-275,535,809
-409,415,588,-850
302,645,-727,938
43,141,-774,-925
-363,516,-744,-876
244,857,883,918
383,455,-658,828
-170,640,-668,-942
-376,-480,620,893
325,-335,-495,601
363,-929,-944,-977
387,-466,759,912
106,711,-904,989
-142,353,-407,-739
5,-227,315,-670
246,-332,-512,823
153,-345,651,803
252,-516,676,-997
635,709,882,-953
-247,-403,-433,-846
-245,-642,-665,875
380,421,-975,988
146,-158,729,-796
6,-752,834,873
-184,-256,-358,-792
116,239,-406,837
-6,123,-185,811
77,-583,-610,-850
-77,-547,-553,-704
-129,196,371,-829
-141,179,601,-858
-229,286,554,935
-287,566,-647,724
107,-301,916,973
41,265,414,989
-16,344,-362,-625
260,496,-675,930
-400,-453,-482,880
385,-437,-470,-493
258,-678,944,-995
-120,361,-472,-857
186,369,-469,749
200,-623,819,-962
-5,47,-343,686
86,-117,229,-841
260,-381,-619,771
489,-568,800,-890
299,422,-848,885
570,-615,760,963
-127,705,-932,-939
-322,-366,522,933
110,196,466,951
-138,439,-713,993
-44,135,397,-624
112,-352,-508,-696
97,-403,-569,-677
349,-472,-854,-950
151,300,547,-555
100,435,500,540
167,578,-726,913
17,462,626,-726
-115,419,860,-902
-272,422,-559,691
145,-152,-645,-741
-314,-427,-648,883
151,-358,778,906
-381,-631,-907,-934
38,160,-543,819
-279,-664,688,-725
-491,705,-743,-811
-339,575,659,-671
346,379,-406,-492
-215,-320,-464,-992
-99,-319,-485,-659
-199,726,917
23,-54,440,-919
269,371,-694,868
299,304,-665,-697
-109,-303,-625,-806
124,-440,-584,947
90,-558,699,997
118,234,807,867
178,420,-741,854
-104,597,670,857
-310,-550,-923,979
126,259,-412,757
-121,222,-362,536
-38,519,850,-938
455,775,-790,-943
-209,-307,-432,-597
403,433,-747,-976
122,-156,-897,927
164,-445,490,-719
22,-67,309,697
-461,463,-618,989
-154,-351,354,-894
169,183,-294,-928
-126,-266,-827,845
-101,-380,390,-396
158,-179,318,-853
60,-545,707,-948
86,240,-677,-744
-777,-799,850,-914
-22,111,-774,967
461,-802,-977,-986
-91,-110,-575,765
-1,507,-560,896
218,-694,774,967
-374,-382,-611,793
112,-347,-383,420
-245,-283,-317,445
-110,910,941,-998
-247,525,685,888
68,-203,356,-449
59,523,-789,-927
307,-320,-898,-926
-297,447,-570,-908
194,-640,859,-902
-498,-596,816,-885
-32,-271,-272,928
88,-418,-572,-963
-136,-296,-559,848
-135,484,-822,-924
-343,-607,870,974
-58,79,-392,-954
298,514,-724,-924
-68,-154,-726,736
-165,622,-783,-801
-189,511,661,-969
-142,-608,-653,738
-531,727,-810,-914
-260,-705,-734
-246,519,644,-986
-100,132,538,749
114,-421,528,-540
25,32,884,918
-51,858,-865,-983
40,58,724,-794
123,665,675,998
-428,-559,643,743
-0,-267,-577
-168,223,-246,-443
-29,-37,212,-335
-628,-665,674,-830
99,179,-662,717
-25,-355,763,820
155,332,-516,-798
-374,-473,526,563
-515,557,-789,-922
-35,244,488,-722
-669,702,-839,900
435,638,765,805
162,336,751,974
-286,-367,618,966
-141,-158,-686,736
-298,-377,448,-523
-328,397,-608,-789
42,-274,578,-691
204,-299,-427,577
-103,111,-398,-880
-145,-304,833,-979
-529,-619,718,749
157,249,-432,-771
-201,-309,-907,942
-92,254,390,-783
-20,416,-626,-986
58,200,-543,-797
155,-178,-525,647
-28,103,701,-829
-90,-184,596,683
-110,216,292,-306
16,227,575,761
-202,-222,-896,966
101,439,-563,856
-651,-882,-956,-958
-113,313,470,825
-164,-325,-580,-689
150,-178,-412,940
-237,-487,585,640
96,-374,-780,984
-47,55,-242,343
94,-282,-486,-839
211,-261,474,-843
-385,-411,-545,-576
-20,-72,-293,-928
-467,542,-687,848
-510,-628,-863,-875
40,-600,815,887
48,180,752,901
15,124,-146,-981
-276,-283,-562,-655
6,8,391,-999
-386,-406,-509,553
24,330,785,-804
322,409,483,-841
-178,-382,-419,-938
300,547,958,-983
40,-99,-329,-363
310,-462,527
165,-190,527,859
-159,413,439,840
-374,388,-638,-702
-267,647,812,868
-497,-624,804,-810
-13,176,-607,-788
-152,175,279,310
115,139,-171,-717
213,319,374,602
47,-258,-414,915
62,-77,214,698
-337,372,-811,-992
173,697,817,-892
354,461,473,494
-93,-190,693,-743
-243,435,519,-917
-241,505,530,713
-418,447,512,513
-15,291,733,915
29,-340,625,-794
-46,-54,-595,686
-619,630,649,-746
-211,-215,-440,-479
-574,-632,779,-794
-233,-328,520,839
-189,-313,-637,-768
136,-137,-298,763
48,-91,437,566
406,-480,763,960
253,554,-795,-979
-6,-559,674,-941
450,584,783,888
-477,-642,664,-961
-114,-372,-462,-514
-539,-711,838,-882
-90,170,346,-734
28,37,729,-774
-624,-702,916,957
121,-238,-693,-875
-129,405,-636,-779
399,734,-759,839
-93,125,-639,-881
80,-114,-486,-597
-300,-636,874,-974
144,-512,604,-982
22,-241,-358,-389
165,408,781,821
372,510,-847,-909
212,569,633,979
-431,-568,618,631
-104,362,-376,-558
-395,-516,722,-802
-234,268,634,656
-362,-641,-697,-947
92,-240,435,592
75,-516,902,959
37,-119,-327,857
-135,336,-722,-886
608,775,943,965
177,338,-951,-960
-64,291,-603,-652
173,-234,-477,712
199,-711,990,995
11,-324,337,976
357,436,494,-731
-61,-232,866,873
-367,-404,-689,-712
-370,-796,-814,993
693,-846,926,-965
240,-257,-750,963
103,153,469,-914
-613,-807,-833,-836
-177,-315,-584,-885
-236,-570,698,857
-83,-474,541,-731
228,-663,-847,989
-414,-710,858,-985
-89,-137,729,761
63,475,760,-924
218,-258,-422,717
-336,632,741,-969
-93,-428,805,-975
9,313,437,831
46,372,679,790
-430,-667,-782,868
384,401,-654,750
-127,-301,-702,897
136,-251,365,-523
267,-315,334,657
77,-175,338,836
-342,591,-726,795
-197,-518,-549,-843
185,250,-691,772
17,202,508,-825
676,679,-776,-902
418,512,594,-905
-151,-175,402,616
-703,761,846,-969
111,494,540,-731
-129,359,393,-845
68,232,-298,430
-48,-575,827,-947
-336,569,972,984
139,-378,-456,814
-67,-94,365,-535
-96,249,-479,-639
271,414,-539,-602
193,-308,-387,676
203,322,632,-822
-77,374,405,-979
-55,-166,-317,480
-202,335,793,-981
-249,337,688,-901
-185,440,-653,-842
32,-406,-571,752
427,-674,952,-972
-15,-434,-542,563
-127,-191,-745,-947
-261,-301,537,-938
132,-296,325,-823
-395,-726,785,787
153,898,-904,-935
-85,87,-218,863
-388,420,-621,-735
-77,-120,557,685
147,-688,-733,819
127,-271,-395,-486
-413,-572,596,938
332,445,772,783
-134,-213,809,906
-143,-238,314,-844
-65,154,591,-688
-87,401,435,797
212,412,-532,675
-2,28,-109,-151
-30,-233,-571,-664
-190,411,458,-621
192,209,343,-770
-74,-110,568,-814
-230,508,-629,-904
101,289,408,501
-121,-183,-276,454
144,237,-625,790
-47,-162,555,-721
-482,651,-688,906
174,419,605,819
125,-402,786,993
-310,580,-673,-943
-66,147,-861,-920
141,559,-824,890
-20,-620,-628,897
13,-417,537,-699
32,557,-740,847
288,-506,-756,-818
-134,347,557,902
-24,91,-321,380
287,629,678,849
122,139,-242,-830
340,-488,573,915
-354,395,829,878
641,739,-956,974
314,491,-753,-891
-304,751,878,-977
-122,-585,-653,941
-489,-548,610,-769
-603,669,-721,-836
-188,678,-769,938
318,549,971,987
352,-761,-809,-814
546,-586,-725,891
134,-255,264,666
-132,285,657,-806
28,-94,102,651
151,-497,643,954
-48,-266,632,-939
-51,-552,703,-981
578,-639,905,-931
44,-163,211,-540
-185,363,652,688
333,615,-804,888
-41,402,-518,-996
3,38,63,656
467,901,-919,-956
172,-764,784,908
-32,-356,-436,-932
43,-393,-718,762
-169,676,765,-974
-120,-202,523,-792
-191,-243,-802,-906
6,-271,313,-333
-49,307,490,642
-587,-638,788,-833
560,-581,675,-999
-240,387,405,595
118,-302,-373,678
-287,-354,-845,-881
14,-634,-794,-926
-225,-578,641,-950
-376,-401,-966,999
-242,-521,742,771
-84,-557,652,841
252,674,-879,-950
-27,33,283,-929
328,-418,-446,-718
-469,894,-898,-977
348,840,-935,973
-396,565,-728,730
367,558,589,703
-202,-582,747,933
-555,713,739,942
-113,275,743,-987
157,217,-380,-441
99,348,407,-506
-75,-519,-685,-897
182,400,747,-781
-42,143,-383,450
118,-658,-696,-829
-52,-311,403,513
275,-518,-610,632
31,301,-374,-820
-352,-557,627,-910
-428,606,717,737
85,-148,204,-781
110,-348,-389,547
-201,-225,-455,-901
262,278,306,-758
-3,-50,-941,-982
-11,304,781,910
203,-622,-679,-958
341,416,-773,-922
-302,620,-872,-963
-147,-198,-481,-716
99,-117,689,-713
-200,-310,388,558
68,-184,752,-777
30,457,-695,788
91,125,-681,-688
-235,348,-550,970
-24,-84,158,748
-127,-471,-528,-658
-42,127,-343,433
273,-366,578,-751
226,239,619,-876
-247,-850,938,-948
-269,-704,744,957
-23,-474,725,951
-231,-486,718,837
-110,393,-814,995
412,455,487,-722
53,239,-399,-573
-360,-388,806,978
-91,238,-297,660
392,-495,-508,-632
21,-57,-756,802
-123,334,-534,-802
61,-458,624,-877
505,592,764,-990
-277,327,-667,-907
-23,709,-859,864
-156,-438,-576,969
87,-256,-628,-982
-147,-960,-970,975
-343,-432,459,-927
241,-357,505,911
74,-316,-557,-929
93,-776,857,958
374,-427,-433,-862
-154,-637,675,779
-241,-244,-256,805
25,-62,318,753
169,-293,381,990
262,-806,-902,-964
-39,394,-717,899
-53,-296,317,510
39,-187,-406,730
-167,-326,461,-860
186,-654,-932,-939
2,-369,-538,620
-250,347,-548,-663
392,405,424,-974
-9,-178,-414,865
-11,131,-176,672
-154,-571,-842,964
-305,642,681,695
484,-543,730,-922
-57,371,639,-898
13,-225,735,-825
-27,443,482,-821
186,-295,563,-809
218,-291,811,-980
48,101,-154,-940
-3,-495,568,-956
373,-484,-699,975
9,386,-921,-998
233,-480,-723,728
123,-259,469,-554
-348,350,592,-827
-88,-245,724,980
-220,-311,474,-724
83,-95,-164,753
132,-217,-377,843
-245,-383,469,-792
-139,259,412,904
163,-737,738,836
-613,-635,677,-866
-173,305,409,-568
21,-377,432,-826
-17,-314,-339,445
3,167,-625,793
-197,-417,-613,614
202,655,-665,-787
-361,676,-777,-781
-25,707,-766,-890
590,-877,979,-988
-172,-308,-931,964
338,-352,-694,759
-297,-417,813,866
-375,-402,-635,-977
220,-477,558,683
314,880,-930,936
21,-681,954,997
116,202,-445,451
-14,-65,-267,939
27,-380,539,-790
279,-309,693,816
640,761,-805,-953
-65,-337,480,-946
-31,259,337,-829
-124,-151,335,504
-378,408,675,783
-2,-149,-240,778
185,-462,-663,-992
58,-134,-333,625
-5,-207,409,416
81,-306,-409,-868
168,655,-864,-987
33,-217,955,-989
-9,697,933,957
39,-141,942,996
-293,-703,739,786
233,330,-644,-695
-167,-417,456,505
111,-123,-312,599
-194,425,910,922
240,294,340,-451
-38,321,455,-806
-287,-691,-953,-967
170,231,654,-777
77,222,642,668
183,-322,450,-535
631,747,753,-760
299,-367,-436,994
-224,-266,-599,-956
-45,157,-635,-970
-346,-551,829,951
-310,314,427,-546
58,268,516,774
83,130,-215,-997
-311,-452,-613,763
130,284,-504,-756
317,-368,548,-894
109,-672,-819,-922
610,670,-741,-994
127,167,-602,905
-3,-50,109,879
-273,480,614,797
540,-811,849,964
94,541,-798,922
-303,397,-566,922
94,-453,-809,-899
244,-248,528,-715
-427,-651,681,-946
43,152,532,-559
-188,-190,-624,-797
318,-495,522,-724
346,415,695,975
-380,410,555,628
72,-92,275,429
-326,-338,-509,-900
8,-111,-220,677
-355,-379,-541,835
55,289,394,-922
69,-396,678,-755
128,-668,845,-905
-199,-436,-731,979
233,-292,-339,660
-241,256,-697,-720
400,-490,545,-648
454,507,-548,782
-2,586,891,900
77,582,601,-708
-50,175,-452,-709
129,-271,566,579
-124,176,849,-928
-142,257,382,-629
79,328,-402,586
300,-512,917,-937
10,-382,745,896
-3,245,488,-623
51,125,-212,604
165,463,-534,930
63,222,-300,391
-170,297,701,786
24,-375,456,683
114,539,-620,-676
-146,-176,-490,-574
-4,-130,-501,784
51,-297,329,518
-2,405,719,901
62,-250,299,-320
-126,582,-644,696
-133,-493,732,-744
139,351,855,873
-459,608,787,903
466,-489,-631,974
533,-595,667,936
364,430,-443,600
-4,-824,849,875
408,-599,-677,938
342,-620,-650,-731
72,149,242,476
-303,408,516,767
209,322,-425,-479
75,361,757,871
-1,-60,462,-566
-205,334,461,991
-178,476,506,708
-384,488,-931,-970
15,479,514,545
367,529,540,833
318,-670,869,925
516,-746,795,994
-363,487,597,713
15,68,933,-943
-454,-578,-608,656
36,366,459,619
138,-303,826,-951
-45,-140,167,-741
-188,-466,-615,731
290,-535,-830,-972
58,-241,-362,584
-101,-478,-512,909
-74,-315,614,-786
-267,-500,-938,952
-304,368,528,-837
-743,-805,876,996
147,-178,248,494
354,-491,-546,946
-110,-211,-247,901
-478,528,903,-982
-59,80,-661,-816
-388,584,-854,-942
101,622,-624,-665
96,348,761,-960
-340,-401,-570,789
-360,456,-743,829
-448,457,538,-909
418,-736,-873,914
410,-505,567,-697
-65,-474,-857,880
484,722,-806,-921
-454,-690,955,-973
-134,200,334,-816
15,212,466,-536
-208,-583,-784,965
231,544,620,687
-22,544,672,-887
-28,572,597,607
-396,-432,892,955
405,434,-592,686
151,212,496,954
-2,101,-408,-716
179,217,365,-606
551,747,-756,971
-18,234,-427,600
-6,11,361,-746
495,578,877,935
66,-340,-614,878
-425,-510,641,-653
-238,-328,-446,-657
-255,327,614,-991
-176,183,214,-268
68,-210,323,328
39,-554,589,-985
181,678,841,949
-261,-455,458,954
505,-577,696,-968
292,-303,365,-718
-53,-232,594,-812
-427,-576,892,915
174,-284,-380,883
115,-372,-373,-717
44,85,-119,-393
-478,670,-727,-941
194,-298,499,-706
-84,-777,-850,989
-27,-466,-771,-782
-116,185,-331,-638
149,-167,222,975
283,-769,877,-894
353,378,-616,-825
-58,-531,-599,-669
129,476,612,917
-177,-203,336,907
-33,494,-657,-741
100,116,-386,592
171,741,-872
18,-244,609,668
-132,206,310,658
24,-445,712,-831
-146,428,-593,-900
28,-641,-748,846
0,17,109,514
-770,785,799,965
155,-159,-386,818
-430,-527,711,769
-134,216,-271,391
313,318,-369,585
186,-408,814,-984
189,-671,742,835
-313,474,653,-878
1,-180,951,-978
22,-193,616,629
125,421,-625,752
351,-492,573,769
-558,-840,-948,-972
-56,69,-787,-876
135,-477,-716,-746
26,484,-522,-734
314,-649,-951,997
16,-542,-584,770
100,-602,672,-833
326,-573,-815,888
-523,-541,-659,-682
53,118,413,-685
116,342,-773,860
-490,508,-755,825
315,-369,-564,697
-35,401,564,917
262,617,-679,-755
-38,-372,-512,-580
83,-97,-494,-795
-139,-283,-621,-918
-29,-178,-251,-366
-45,342,678,-897
155,225,-379,-925
15,680,-688,970
-309,570,909,-964
519,-617,-916,937
312,-317,-334,-885
-160,379,-753,774
61,92,-224,987
38,-418,557,744
-214,-293,571,-914
-319,-366,505,-791
441,639,-810,961
469,646,-960,-989
-409,-475,513,853
154,776,937,-992
-74,176,-303,-859
-33,101,-308,-458
-32,120,364,-953
570,719,903,-928
291,-633,-698,-912
54,315,666,772
128,274,875,-913
-52,-218,-286,-735
116,459,-549,591
-754,-892,-930,942
-152,-373,746,-950
-186,-432,-569,-769
-234,-369,-671,-802
-232,342,479,-578
-327,-415,-752,-959
-159,-168,-267,-642
-171,-341,585,-927
-184,-501,542,-856
-80,-385,717,751
-29,-612,-854,-869
-615,625,780,965
-43,193,-636,-812
79,-100,-402,967
-542,600,-930,995
-57,247,249,-463
345,532,-644,898
-500,750,-885,897
-201,293,586,-709
201,244,258,-747
36,255,690,-785
-328,476,-558,-729
-299,-328,-739,-820
-407,-468,-859,920
-358,-446,-489,715
309,-355,702,-900
-47,290,499,616
-245,-301,318,-426
-102,-148,-447,768
-195,-472,553,554
67,-352,406,502
84,-318,-577,799
-118,414,-502,-758
177,231,-728,-879
578,712,888,963
-52,-663,-805,806
239,463,630,971
137,-466,-821,930
-18,305,591,915
98,582,-671,-676
64,-191,-430,468
-172,-410,-492,883
48,497,-610,769
492,-672,896,908
53,-136,543,-879
324,357,-367,-910
-346,381,-550,-812
-170,418,904,-981
26,64,292,-625
-127,-290,757,-950
-30,66,205,-845
-305,-480,-648,-750
30,256,-479,563
-206,-269,395,-878
540,568,-722,976
-71,187,-431,-589
-26,176,317,-627
-77,-527,744,841
-177,555,793,835
147,-314,376,471
-56,189,300,-688
-45,-268,-818,961
113,275,-308,370
-33,-223,-532,859
344,576,734,-768
501,-616,736,-819
154,419,489,528
-493,-784,893,997
-281,-337,377,419
-755,887,903,-940
432,-547,-765,-804
-550,-576,-619,837
-161,-434,487,717
189,534,-951,-993
-114,-126,255,-611
300,-387,-693,-993
37,-219,-385,-645
146,-288,-405,-679
30,165,190,205
4,-97,-905,931
80,113,-514,-710
-208,438,-498,-648
-342,-585,-756,-996
402,557,-562,-985
157,-163,-336,458
166,-238,271,-583
-13,-152,629,-926
-196,227,-581,-663
116,-311,-610,-835
-132,501,-522,-563
431,480,579,656
-151,-451,523,-886
644,685,-744,975
289,688,-733,938
-152,-600,-710,763
-104,559,-602,817
-443,-613,729,-890
63,-468,505,-873
661,-802,-944,-989
-20,-585,-641,-701
-109,275,688,729
-140,171,245,602
122,-789,-812,822
-208,307,459,-463
-97,-318,532,765
-518,653,840,939
-89,477,-509,-796
-512,-572,-877,903
-423,-544,728,-976
432,-799,868,890
12,-28,362,759
-273,-423,-437,-915
114,293,408,595
-204,297,719,980
64,109,245,-734
-115,135,457,-929
-59,-276,-595,-766
398,497,-611,-892
-34,-211,356,535
-42,-181,311,-361
-44,-349,-490
-390,436,-857,-898
-248,269,-299,-921
151,-238,771,-803
-327,399,515,-724
-50,-131,-457,771
378,-746,865,945
-132,216,-668,891
-22,259,-300,-945
-261,-796,890,942
-359,-424,534,-699
-201,-372,634,977
-189,-389,795,-902
-361,-369,-569,634
-43,-346,590,-714
35,543,745,858
69,498,899,982
155,347,824,890
-179,-603,632,-842
0,40,-85,500
-177,-258,-272,819
-359,-418,-634,863
-328,340,-666,-852
113,-306,787,909
-156,197,-511
177,-278,289,432
-220,-288,-713,-858
460,559,-612,-939
-83,-178,249,383
78,146,-469,659
272,360,-575,-752
-5,-224,-538,-553
429,572,739,-893
-170,-624,-899,-900
520,-654,-698,781
-48,-132,839,-971
428,429,665,-772
-312,569,797,-970
133,309,485,516
-145,-168,-182,635
-509,-599,754,881
99,-228,412,-498
34,83,233,628
69,-158,-543,783
4,-119,-632,-976
87,128,-421,582
-117,-245,412,-760
-543,-643,-735,809
-81,734,766,-787
190,355,990,-993
328,457,-644,-906
-113,551,-638,787
32,100,620,683
106,206,-268,-624
-73,271,469,-812
-220,574,662,822
-103,-174,215,-224
-339,-539,567,-945
-23,368,-406,815
59,-195,662,-889
-153,-549,-642,-832
-134,247,595,-800
-309,326,-409,-991
-186,505,828,968
-60,-61,-227,-352
57,71,-326,806
-91,-206,-441,-631
-230,299,-449,936
50,278,-695,944
36,-431,503,-572
113,661,-779,-939
-330,-356,-733,-899
247,-522,-620,-634
98,185,342,-827
-14,51,-111,843
101,-393,-580,671
-297,448,476,-900
182,253,409,505
257,-546,-764,966
-19,227,-554,-827
40,-115,-481,-784
-55,112,283,-699
-155,348,557,-882
47,-65,-260,698
230,-234,325,-378
248,-281,750
-229,579,-700,810
-196,-361,535,-578
248,576,760,910
-483,-517,934,971
-269,-550,-567,647
120,146,-215,-879
526,660,710,801
250,566,-880,887
-28,-630,769,-865
77,-280,-523,-622
-50,161,-218,-262
-373,397,405,678
327,-445,519,854
-389,-395,725,-988
-109,594,-600,-950
538,878,-902,988
54,-169,321,380
248,420,-596,642
199,432,-683,737
101,190,438,865
-277,325,593,-727
178,-683,-831,955
222,-592,-806,897
308,-396,699,-898
45,-208,-727,822
-65,-72,-823,-940
-20,311,-635,841
-31,-298,-598,-627
223,-449,-464,-946
-103,-889,939,958
-60,135,-235,434
-144,339,641,-648
-190,-707,-890,981
510,555,742,941
177,-237,-557,604
336,606,764,-903
26,-491,-522,603
-406,456,728,836
697,-825,841,988
341,-534,779,886
245,652,920,932
6,-12,405,-777
-350,-359,462,470
-238,260,-272,594
-291,562,-864,-867
321,-350,403,-508
-259,427,-569,-762
-21,673,679,775
-387,-801,847,-886
-84,373,-561,-896
-40,-236,-649,-962
215,-279,-556,580
-175,614,-750,931
455,-793,802,840
-620,717,886,967
267,-837,-946,963
-105,-239,474,-940
524,-584,734,-921
243,336,711,-823
248,342,-905,-949
258,-274,391,-928
-49,293,-582,766
86,475,-547,-723
-317,510,714
68,-135,-522,723
-501,-604,-739,859
-482,-587,894,906
-284,-360,495,-846
-112,235,597,-665
317,-381,772,851
-59,-410,569,-767
65,394,628,-909
174,-691,748,918
414,-517,-541,-545
26,-120,-304,898
25,50,-371,-601
136,287,-442,-892
50,129,284,701
-457,506,-517,-540
-257,-318,-403,-425
-353,-633,-679,-836
457,509,-826,938
-63,-725,859,-904
80,-200,389,-556
98,-108,185,842
-217,281,-367,-995
56,452,841,-865
-65,467,-491,771
-217,-219,-317,-966
-465,778,-945,979
294,349,-877,-975
161,-226,-658,717
-12,328,752,-928
213,269,-326,-881
-342,-426,746,-972
-25,-625,-722,800
-17,-133,-344,441
-82,367,-824,-865
-69,133,403,-572
64,71,167,-768
-152,-409,-790,976
38,436,502,-837
-183,-498,-675,787
445,528,594,-742
-446,-696,-710,-852
-276,-396,480,649
-65,76,-598,611
-36,-65,719,-912
-235,253,-862,-922
-74,114,-546,783
0,77,151,-768
-197,-699,-897,-935
-155,-160,404,-688
-48,-78,563,782
395,-765,-807,967
-239,263,380,400
-85,-125,-438,-977
177,221,229,681
31,471,503,944
135,838,900,949
68,-137,164,-564
162,439,-809,823
207,574,-682,828
-38,-337,505,-656
276,379,605,974
526,706,-795,804
28,-55,476,-985
533,-679,-881,-942
88,482,-892,934
-127,-271,326,-397
-48,559,719,814
179,-623,-627,-693
-434,-514,662,768
44,325,727,735
133,362,570,656
373,-430,-550,-554
-908,-932,938,991
62,-213,-722,-898
160,-218,249,763
-228,343,576,-921
283,703,708,843
-46,-386,-687,-806
268,-414,-940,-988
-111,290,-617,794
-143,-411,-703,750
-167,413,422,832
452,600,772,-860
-52,-150,353,397
229,241,580,-774
-153,221,-565,830
-61,338,411,-887
338,692,-715,821
38,-230,457,566
181,-186,-278,-668
-160,288,-729,973
253,-439,734,-987
171,619,-657,991
303,-334,548,-626
-295,459,487,-633
25,594,773,-929
388,-418,-474,783
379,413,-802,981
-55,-132,-357,715
-578,-684,-754,-844
152,232,-324,544
-173,333,-903,951
143,314,439,447
175,-497,-544,984
249,280,-358,963
140,695,-921,926
435,-474,-863,-968
389,484,-499,702
-97,732,-864,891
138,386,637,-642
-188,356,-663,737
154,-759,-845,-935
284,-290,481,-726
330,597,-662,-862
-424,499,517,-847
300,-694,978,-984
104,118,-465,845
157,-324,-698,874
-130,-211,-434,-716
288,-459,-860,902
726,793,-883,-996
73,339,376,-876
623,742,-778,896
48,384,-773,-890
5,-442,-518,636
-383,-665,697,745
181,546,551,-804
-0,94,443,702
-285,372,-740,-931
-395,788,797,943
-0,254,-453,670
199,354,512,833
103,744,-985,-994
-70,453,-478,-814
-169,-377,599,731
-229,-721,-898,913
-193,285,-411,927
17,82,281,400
-174,-179,918,-937
-65,-423,503,-809
-24,-45,-818,854
12,154,-286,-388
56,-189,205,-230
-29,99,314,683
255,520,526,971
-508,-577,748,841
-150,603,650,677
22,45,-412,-816
474,653,-773,923
27,47,-75,-929
25,241,442,-927
293,-368,381,-472
-105,559,-773,-802
-60,-70,-516,807
20,-47,-932,974
-314,690,854,-956
79,597,-661,-735
-140,-292,432,-770
219,419,-553,871
307,-413,-507,-934
-361,-730,-775,-924
4,430,-488,-660
-339,619,-632,751
43,237,318,-514
74,-145,465,-996
-25,170,400,457
125,244,-501,-857
-176,-385,430,-947
548,655,-698,767
23,-134,271,912
206,291,-436,451
473,-809,-944,993
-287,351,-383,915
-276,-514,-589,-919
-195,212,-379,400
-217,531,547,707
69,556,723,878
-264,-340,436,-783
12,196,589,698
252,-571,706,910
119,-296,-364,844
213,256,357,-947
-110,522,745,-870
-130,500,-522,684
136,259,-348,920
-154,-492,-730,-871
262,-522,525,-956
355,368,-589,877
-287,-333,-465,-584
-457,-538,641,803
-484,-732,-757,-814
-191,429,740,986
67,-147,224,-916
33,-219,484,-821
-21,-620,-719,951
-49,-148,484,618
-4,166,205,973
-306,-669,729,910
-332,349,414,648
-221,-444,671,-990
554,-704,796,952
136,-241,663,849
-83,-379,527,-683
-12,-187,203,545
-594,623,638,-682
-272,-307,-584,-696
-1,-55,-83,318
117,-281,390,586
-309,378,-700,-743
-651,794,880,996
-144,-701,881,950
-198,-650,-673,-892
582,622,-761,-945
-151,-498,-747,928
